epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,2.46170368861407,0.36,3.045786275863648,1.6789066511392594,0.54
2,1.2862697911635042,0.585,3.0102432918548585,0.9137156778573988,0.68
3,1.0380963585246354,0.665,2.9874379992485047,1.1342379773035645,0.7
4,1.108915937936399,0.64,3.0042514777183533,1.2977303374232725,0.66
5,1.053877837881446,0.695,3.002196969985962,0.8566047478839756,0.73
6,0.9113143747393042,0.735,3.0135372829437257,0.966653647054918,0.74
7,0.7999560446086252,0.725,3.018574848175049,0.6169187470478937,0.86
8,0.9777432900865096,0.695,3.013856728076935,0.4735709434212185,0.81
9,0.7899516115157167,0.74,3.0058601546287536,0.7453654645942152,0.75
10,0.7669856547300151,0.775,2.9957532477378845,1.2799621312136151,0.62
11,0.9125862530521772,0.73,3.0091353273391723,1.3051757091470062,0.61
12,1.02848735204665,0.74,3.0091829967498778,0.8201828110095812,0.78
13,0.984166498002596,0.73,3.013191173076629,1.1454596268665045,0.7
14,0.8355463224596132,0.745,3.008205170631409,0.8036856751790037,0.79
15,0.699413118377779,0.81,3.0163068771362305,0.7692481656874225,0.79
16,0.8554206931644877,0.77,3.0188094997406005,0.935769049084338,0.75
17,1.038976776984382,0.75,3.0226866102218626,1.6683184261260613,0.66
18,0.9110043214945472,0.78,3.0030135345458984,0.9538436752914276,0.77
19,0.9653153897270386,0.75,3.009936051368713,0.990462749744729,0.8
20,0.6266628919488721,0.805,3.0049322700500487,0.7651826855661784,0.78
21,0.7865377516208492,0.805,3.0123199105262755,0.6529420819797906,0.85
22,0.7981346901333746,0.795,3.0104711699485778,0.6231711631648068,0.84
23,0.8489125927090936,0.77,3.0112158131599425,0.6463944077616179,0.82
24,0.8054755109024007,0.845,3.006202023029328,0.73863442453905,0.86
25,0.8781341311840061,0.75,3.011852352619171,0.5512993734073826,0.86
26,0.7282351431916595,0.76,3.010717959403992,0.6849821502105238,0.87
27,1.0642143815458984,0.76,3.0050454545021057,0.9148095233222376,0.78
28,1.085280405779463,0.74,3.019821870326996,1.1914534452759016,0.76
29,1.0507498493364256,0.765,3.0249673414230345,1.0413738150212886,0.72
30,1.0215136787168075,0.73,3.0186719512939453,0.5287656928505874,0.87
31,0.7116869190814623,0.81,3.01201108455658,0.8295359578864009,0.84
32,1.0240253501652428,0.78,3.0144700050354003,0.5038043593860857,0.88
33,0.6863031327757654,0.8,3.010137751102448,0.6586169355069069,0.85
34,0.7608798310110063,0.81,3.0143934178352354,0.6421459155392335,0.85
35,0.9487362648081096,0.81,3.0165695405006407,0.5071612942009961,0.89
36,0.8540263134757151,0.795,3.013826308250428,0.9936754831657164,0.82
37,0.6969900067611376,0.845,3.009041624069214,0.8030480011284817,0.81
38,0.4813411849657859,0.885,3.0420362520217896,0.6908356054430408,0.86
39,1.2374890810022126,0.745,3.010007607936859,0.813361921885462,0.82
40,0.60737928858803,0.825,3.007206945419312,1.1043228549858397,0.75
41,1.1801495279043486,0.75,3.019354479312897,0.7108954663866461,0.82
42,0.9731353318375436,0.77,2.9976008558273315,0.8842722226687693,0.78
43,0.8305375518389241,0.815,3.025145170688629,0.5977618873769461,0.82
44,0.8657791909590855,0.77,3.007827067375183,0.9536488723000138,0.76
45,0.8936354328540141,0.785,3.0095005869865417,0.86001036980452,0.79
46,0.7128481691351953,0.845,3.019015951156616,0.8668166202419946,0.81
47,1.0784080201328878,0.78,3.01317254781723,0.7543323232414056,0.79
48,0.982331341732788,0.785,3.01040934085846,0.8893865350750275,0.82
49,0.6066765250578078,0.845,3.012847535610199,0.8790016998669989,0.84
50,0.7946589157523476,0.855,3.0269995188713072,1.1154387959084853,0.77
