epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,3.3207518585673825,0.415,0.9797560906410218,3.93543164576788,0.53
2,2.341686944963876,0.625,0.972930121421814,1.8880950844712787,0.68
3,2.14897876326774,0.66,0.9749508833885192,4.785419400938912,0.66
4,2.7943602197302373,0.655,0.9772701740264892,5.443512334098221,0.57
5,2.2953489023257165,0.68,0.9687091827392578,2.8338862506302456,0.64
6,2.492542586025239,0.66,0.9745021533966064,2.1912013080552266,0.79
7,2.596003262747394,0.715,0.970091609954834,1.78512292125398,0.78
8,2.741491520736397,0.68,0.9710575532913208,1.405931889224181,0.8
9,2.379974229198363,0.73,0.9698353219032289,2.353131561045906,0.71
10,2.6031004330387773,0.735,0.9709232592582704,4.266985441445924,0.61
11,2.864280900905237,0.725,0.9670827960968018,3.609544962883492,0.58
12,3.11107625494993,0.715,0.9723321914672852,2.055178350126696,0.78
13,2.6015776388821075,0.785,0.9725469732284546,2.8697759826160985,0.71
14,2.1941810165818767,0.74,0.9650791120529176,2.632284324595592,0.74
15,2.0675116085648715,0.76,0.9695449829101562,2.3441348163668487,0.79
16,2.6759174401049743,0.735,0.9713843488693236,1.777352311065507,0.77
17,2.1726331157937087,0.795,0.9705482268333436,2.653900908532836,0.81
18,2.182290958204248,0.795,0.9738664317131044,3.7066950211364063,0.74
19,2.582208401111235,0.755,0.966349000930786,2.7542008180498305,0.78
20,2.2724140500052727,0.775,0.9681108975410462,3.6993213781218337,0.72
21,2.337093949164048,0.795,0.9685774564743042,3.330880960724844,0.79
22,2.4730871066530464,0.73,0.9707192754745484,2.937814957901645,0.77
23,2.1183851871087374,0.81,0.9714872789382936,2.3850858244273825,0.69
24,2.1748813981552466,0.81,0.972666711807251,3.462156647454204,0.76
25,1.994733817403199,0.82,0.978141701221466,2.448307944640063,0.76
26,2.139673044670685,0.8,0.9693059659004212,2.880738448864496,0.78
27,2.556642697788692,0.82,0.9736918497085572,3.78022381255702,0.72
28,3.3449854983080787,0.75,0.9733846735954284,3.5108512787727664,0.72
29,2.823673692073776,0.78,0.979753918647766,3.2536386990680843,0.71
30,2.792946174448056,0.755,0.969403235912323,3.464803759841537,0.77
31,2.38991489375719,0.79,0.974346046447754,3.7134192192940407,0.74
32,3.203102923509979,0.77,0.9741893529891968,1.5680384218100738,0.85
33,2.5807934867086577,0.74,0.9753484749794006,2.2834377812935984,0.76
34,2.088786588546524,0.81,0.9815841937065124,3.8541046136604336,0.78
35,2.9375158036153435,0.815,0.970256736278534,2.8621105112501595,0.78
36,2.5881446263296324,0.79,0.9747197318077088,3.084451566609061,0.74
37,2.9731616691632485,0.785,0.9749496006965636,2.5584594184867044,0.78
38,2.0571350130044057,0.83,0.9767101120948792,1.795444097035218,0.86
39,3.1816536521671,0.755,0.9711313176155092,3.966648192303545,0.75
40,2.832748008102211,0.76,0.968579468727112,4.081542413389551,0.77
41,4.1090872216927234,0.74,0.9727163124084472,3.1160893246697263,0.75
42,2.09577677691085,0.825,0.9728183817863464,2.5490459193086554,0.74
43,2.4963694097085862,0.82,0.9717721509933472,2.3668493449181978,0.79
44,3.299366787935785,0.765,0.9744838118553162,2.998425996771869,0.83
45,2.7062531667002947,0.785,0.9726779699325562,3.1433829915824014,0.81
46,2.739270019731926,0.82,0.9686661386489868,2.343892859612785,0.8
47,3.0956622680853214,0.8,0.973196518421173,2.358985602456352,0.84
48,3.0890866883013333,0.775,0.971621389389038,4.333235313297336,0.69
49,2.129027914136688,0.84,0.9700883197784425,2.8688428966111736,0.82
50,2.627147743068822,0.83,0.9662681078910828,2.8204957710216743,0.77
