epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,2.1038394192214764,0.46,1.6490388226509094,1.7490893952548503,0.53
2,1.364566059863282,0.66,1.6022895574569702,1.6130378745766938,0.64
3,1.0603144720289857,0.705,1.5952280950546265,1.6502806791872715,0.69
4,1.324757023240818,0.71,1.6100440979003907,1.7039850138314068,0.62
5,1.495782931877038,0.67,1.6198550295829772,1.2144284952117597,0.74
6,1.0904200736124403,0.765,1.6242424726486206,1.324823275946983,0.71
7,1.181869698448872,0.775,1.6064088129997254,0.7190190632767917,0.82
8,1.0393209232903973,0.785,1.5841279935836792,1.0103030267263238,0.79
9,1.2005891533294153,0.74,1.5807515430450438,2.3172658292840422,0.63
10,1.1404781557470889,0.775,1.6201861214637756,2.335039306763304,0.59
11,1.494673930622325,0.71,1.6015041542053223,1.988132451640995,0.64
12,1.5783754302091355,0.72,1.6037729573249817,1.236996188459452,0.74
13,1.0596909914298425,0.765,1.584996957778931,1.3876191626779246,0.77
14,0.7385563934726084,0.815,1.584678020477295,1.113396456162959,0.73
15,0.7685870227455359,0.845,1.5806729364395142,1.2516105763196197,0.81
16,1.2317192281899407,0.785,1.578958067893982,1.314406394315729,0.77
17,1.4672629587753026,0.75,1.5775181198120116,1.990523602199144,0.68
18,0.8993408985092479,0.835,1.5845451426506043,1.2226100388725851,0.76
19,1.099724721920984,0.78,1.5813403511047364,0.9475171649555514,0.81
20,0.9426769082253876,0.79,1.5804003047943116,0.678883371919371,0.83
21,1.1639478109376091,0.8,1.578845794200897,0.6811550605160346,0.82
22,0.927248529412286,0.805,1.5734651899337768,1.143312514740462,0.78
23,0.9894801380997428,0.85,1.5714772963523864,1.558295801697637,0.79
24,0.8325474993239923,0.84,1.5719697427749637,0.8845069155785549,0.8
25,0.9914619407670162,0.81,1.5806561923027038,0.8872494197014251,0.85
26,1.1202829233653608,0.785,1.576711230278015,0.9584211348809368,0.8
27,1.0318790645709417,0.83,1.5926912355422973,2.2574829791241964,0.69
28,1.4819074170900632,0.775,1.571122195720673,1.306009078613684,0.81
29,1.139756411278237,0.8,1.5732247471809386,1.4236775709720997,0.79
30,1.1882068881816554,0.795,1.5714010000228882,0.7192192609520286,0.91
31,0.9934939461195024,0.84,1.5731652855873108,1.007885071142074,0.8
32,1.015417443820709,0.825,1.5735502171516418,0.7791935444482757,0.84
33,0.8798981474747068,0.835,1.5821998405456543,0.8994952292702133,0.79
34,1.1140601708862088,0.825,1.5802839064598084,1.1605383316793982,0.82
35,1.08500979198037,0.845,1.5818349885940552,0.6810162954728571,0.87
36,1.3274222580111614,0.785,1.585733153820038,1.1145260245056123,0.87
37,0.9023802094951864,0.835,1.574693696498871,1.5599892259253767,0.8
38,0.6369070889029212,0.865,1.585854980945587,0.5567878271835791,0.93
39,1.376126973786285,0.83,1.5859377145767213,1.2332239653758448,0.82
40,1.1871898547648465,0.845,1.5894154810905456,1.1690892799888704,0.84
41,0.9117841375576388,0.82,1.589515736103058,1.0622576695434736,0.82
42,1.156724000984353,0.83,1.58920401096344,1.144910180030094,0.87
43,0.3268159193081905,0.925,1.5873416209220883,1.2444747528669573,0.79
44,0.7592002007932688,0.88,1.584763684272766,1.538405821500645,0.83
45,0.9205528923700071,0.84,1.5804164028167724,1.2852799831887984,0.82
46,0.6707514390393539,0.865,1.5843899655342102,0.9474633971888544,0.86
47,1.0246738772458317,0.83,1.576445724964142,0.9288805887016096,0.82
48,0.7019015559347848,0.9,1.585827419757843,1.6374384324837898,0.8
49,0.990618876873297,0.83,1.5856074929237365,1.3984152224404442,0.8
50,0.9759808666917417,0.82,1.580880093574524,1.236563684317803,0.77
