epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,2.888224775128765,0.43,1.4153776288032531,2.8228992101918995,0.52
2,1.5285130655980503,0.655,1.41395605802536,1.3844810465723276,0.65
3,1.2443735326050955,0.725,1.418172688484192,2.6332499820768134,0.65
4,1.564480462947554,0.67,1.4410857796669003,3.4271770616974027,0.59
5,1.5813394713877278,0.7,1.433522686958313,1.4490272502196604,0.73
6,1.3811585403257778,0.68,1.4219701385498047,1.587212290789621,0.74
7,1.5401213834412677,0.685,1.4210109305381775,1.3167102614940267,0.76
8,1.6141119967294115,0.705,1.4170039319992065,1.1137278233629626,0.77
9,1.338220152567526,0.74,1.4171049046516415,1.4324902185754524,0.77
10,1.3005539702796538,0.73,1.418041877746582,3.482997988780711,0.63
11,2.23662458054446,0.665,1.4201154804229736,1.86101319545458,0.64
12,1.7660504206856695,0.76,1.4225154852867126,1.6297485776954357,0.77
13,1.3243126062368993,0.77,1.41847145318985,2.16311978789794,0.69
14,1.1099194456559098,0.745,1.4210512113571168,1.613672492610799,0.75
15,1.0921887902682266,0.79,1.415820460319519,1.4033659613151963,0.8
16,1.4357559526673662,0.745,1.4156903648376464,1.3746935607393491,0.73
17,1.4019380455151695,0.745,1.4182367300987244,1.487865656071892,0.8
18,1.3078108661299683,0.83,1.4147857999801636,1.7059654338383456,0.72
19,1.4454101696318844,0.79,1.4205585265159606,1.6956116933341656,0.75
20,1.228410180937073,0.77,1.41921293258667,2.0749706190185315,0.72
21,1.2870208612881964,0.79,1.418031153678894,1.955408771932932,0.78
22,1.3696520473444884,0.78,1.4196105670928956,1.557149559820776,0.77
23,1.3650192753710102,0.775,1.437234015464783,1.251976144257137,0.79
24,1.009433219407175,0.815,1.4235028147697448,1.4775648177931566,0.77
25,1.4487803824271686,0.795,1.4175371742248537,1.6404788044256884,0.76
26,1.2108212302245456,0.775,1.4197518038749697,1.571054142323066,0.78
27,1.3085533390343025,0.81,1.4182615065574646,2.1497081390250963,0.72
28,2.067007570782267,0.735,1.4157689571380616,1.755786213472495,0.73
29,1.9908713323351688,0.75,1.4183085131645203,1.663315728455077,0.8
30,1.6658301466554122,0.78,1.416602199077606,1.8459275004579467,0.78
31,1.2578048445208507,0.81,1.4136201167106628,1.631055778636057,0.81
32,1.8446837848536703,0.77,1.4139662289619446,0.9039947656545394,0.87
33,1.2860869344078478,0.79,1.4171798467636108,2.1018388441457816,0.75
34,1.3304110237875375,0.785,1.4218982887268066,2.186617152510067,0.8
35,1.8006100519525203,0.8,1.4247405552864074,1.3752588745190928,0.86
36,1.2543609906478346,0.82,1.4226301908493042,1.870268263363735,0.75
37,1.8195059532503144,0.775,1.4205221724510193,1.8169460092435523,0.74
38,1.1370252769155058,0.815,1.423463525772095,1.1298563111787514,0.88
39,2.0262185970751343,0.735,1.4200760889053343,1.5661791921480943,0.8
40,1.5886192194235076,0.78,1.42652978181839,2.386925635810389,0.79
41,2.050374222126915,0.765,1.4201445651054383,1.832981599049444,0.73
42,1.4097454948549466,0.775,1.4231015944480896,1.469489532370135,0.76
43,1.1355383759557895,0.825,1.417943787574768,1.3336394343134947,0.85
44,1.6417675876567688,0.765,1.4167167329788208,1.0921802663755773,0.88
45,1.4929280372536755,0.785,1.4216626954078675,1.914032323694798,0.75
46,1.478596127822782,0.825,1.4277260756492616,1.7913559375570138,0.8
47,1.8046609302274608,0.785,1.428498113155365,2.0949596452124246,0.82
48,2.0394409933232653,0.78,1.4202551651000976,2.8839301037355107,0.7
49,1.176208763797688,0.815,1.4164199662208556,1.763218641982111,0.81
50,1.623223974030868,0.835,1.413162226676941,2.8078909128611964,0.71
