epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,2.311144703552127,0.405,2.495301325321197,1.6667961664125324,0.58
2,1.2480106602422891,0.62,2.4218029093742373,0.8238596304133534,0.69
3,1.1902326582558451,0.67,2.5013686633110046,1.2296463400963693,0.65
4,1.0836985438660485,0.68,2.426138067245484,1.0252259401790798,0.74
5,1.1637943295994773,0.685,2.4575514793396,1.1773916735174137,0.69
6,0.9780787861777936,0.745,2.463034858703613,1.36820752295258,0.7
7,0.9969257153875332,0.745,2.455982723236084,0.572148965090164,0.84
8,0.8688095914520091,0.745,2.475040066242218,0.6691348396249123,0.81
9,0.9613702252971416,0.725,2.4443948817253114,0.7812151914011338,0.8
10,0.8752797552458469,0.77,2.349592614173889,1.8054283753214253,0.6
11,1.0369010919132324,0.725,2.2863696694374083,1.9650951560144312,0.54
12,1.2965106616258344,0.705,2.2765687823295595,1.1224515764064744,0.67
13,1.1017619046998337,0.735,2.301806666851044,1.236930854398961,0.74
14,0.9059713910927404,0.735,2.2888843035697937,0.7762149127530574,0.75
15,0.6616110019608095,0.8,2.297189667224884,0.737582522323587,0.75
16,0.8885366411554878,0.765,2.3283158135414124,1.1027797420381047,0.71
17,1.1508567223596264,0.75,2.312279324531555,1.7177413770791463,0.6
18,0.9602202531907984,0.785,2.3272352743148805,0.7853402301250025,0.8
19,0.8953086718793224,0.825,2.2966255569458007,0.9813067108376958,0.75
20,0.9462701176876728,0.795,2.3037023973464965,0.7874164833267377,0.81
21,0.913928966775738,0.795,2.324445388317108,0.9603726007230672,0.82
22,0.8579424835666171,0.8,2.309060492515564,0.9797019685184342,0.81
23,0.6700608837343677,0.82,2.341481347084045,1.0293330565513816,0.82
24,1.067476700429624,0.775,2.299923794269562,1.1458817391451976,0.8
25,1.0516436787799297,0.77,2.339586410522461,0.9876862444353348,0.79
26,0.9888832611549196,0.78,2.316516783237457,0.8423644490248955,0.84
27,1.0398878529192972,0.76,2.3106476426124574,1.4897790463420808,0.76
28,1.1996637530564862,0.765,2.30390958070755,1.7486057161866302,0.69
29,1.0691096752952034,0.77,2.3173851943016053,1.0396479209986131,0.8
30,1.0848935538234303,0.755,2.323707277774811,1.1695161374451448,0.76
31,0.9201544570261329,0.805,2.292926242351532,1.0778846027119924,0.73
32,1.0648145962611315,0.805,2.3340368366241453,1.1367496644754749,0.7
33,0.7672022239881471,0.815,2.317702023983001,0.8693833699157539,0.89
34,0.8174369052800227,0.83,2.331041672229767,0.6510828552927842,0.87
35,0.9824284889697604,0.785,2.3300915813446044,0.5695736558561838,0.85
36,0.9290621245792492,0.84,2.301739039421081,1.004107175907725,0.83
37,0.9657124525533232,0.83,2.298780472278595,0.6761464931747468,0.84
38,0.8115863340147053,0.865,2.313177177906036,1.2704180159961096,0.8
39,1.284498239130798,0.77,2.307067584991456,1.0133656567277085,0.84
40,1.0439224666651672,0.815,2.2719163632392885,1.6019621470913512,0.73
41,0.8383387779510201,0.825,2.30456123828888,0.9683065219999936,0.81
42,1.0556708783307824,0.81,2.3165544962883,1.6099697052683597,0.74
43,0.8520731515817889,0.805,2.309986593723297,1.059627727460213,0.81
44,1.0597553112913114,0.77,2.329254140853882,1.005132059832398,0.79
45,0.8045705918421493,0.82,2.3138425540924072,0.8153007918856651,0.83
46,0.4783636371513375,0.88,2.2976337480545044,0.9629190182207868,0.84
47,0.6976397545780426,0.86,2.340595781803131,0.5159276850072956,0.87
48,1.0155090295907805,0.79,2.325165152549744,0.9044250612510428,0.84
49,0.5947297020128945,0.84,2.343002872467041,1.3289500839824984,0.8
50,0.8782386286828147,0.825,2.324485509395599,1.767365724626491,0.75
